symbol,mu_daily,mu_shrunk_daily,weight_plain,weight_robust,mu_annual,mu_shrunk_annual
NVD,-0.0033497334330973502,-0.0,0.032686064219020726,0.5145256888888925,-0.8441328251405322,-0.0
OPEN,0.00929677414749593,0.0,0.5184515519593262,0.13854739929313462,2.342787085168974,0.0
RGTI,0.004226429604521456,0.0,0.44886238382165294,0.3469269118179729,1.0650602603394068,0.0
