time,open,high,low,close,volume
2026-02-27T10:14:00-05:00,606.87,606.95,606.28,606.36,3685.0
2026-02-27T10:15:00-05:00,606.6,607.38,605.66,606.59,31887.0
2026-02-27T10:30:00-05:00,606.81,607.32,605.77,607.07,19150.0
2026-02-27T10:52:00-05:00,606.18,606.97,605.63,606.97,8350.0
2026-02-27T13:04:00-05:00,605.945,606.09,605.77,605.77,2659.0
2026-02-27T13:54:00-05:00,605.25,605.25,605.08,605.08,693.0
2026-02-27T14:12:00-05:00,605.33,605.35,605.24,605.28,1055.0
2026-02-27T14:32:00-05:00,604.93,605.28,604.865,605.28,5255.0
2026-02-27T16:49:00-05:00,606.29,606.29,606.29,606.29,85.0
