time,symbol,event,score,state,bias,allow_trend,allow_mean_reversion,flip_count,dir_5m_1,dir_5m_2,dir_5m_3,dir_5m_4,dir_5m_5,dir_5m_6,dir_15m,dir_30m,vwap_dist_5m,vwap_dist_15m,vwap_dist_30m,vwap_dist_1h,sizing_mult,risk_mult,reason,day_volume,pct_chg_from_open,min_day_volume,min_pct_chg,quote_time,bid_price,bid_size,ask_price,ask_size,mid,spread,spread_pct_mid
2026-03-04T08:12:00-05:00,TQQQ,30m_close,0.0,SUSPENDED,LONG_ONLY,0,1,2,1,-1,1,1,1,1,-1,0,1.86049303061688,1.8373123505198632,0.0,1.6986585243913714,1.1,0.0,"Gate fail: day_volume 1,053 < 300,000",1053.0,0.0,300000,0.75,2026-03-04T08:48:59.688472-05:00,48.98,100.0,48.99,100.0,48.985,0.010000000000005116,0.02041441257528859
2026-03-04T08:12:00-05:00,TQQQ,15m_close,0.0,SUSPENDED,LONG_ONLY,0,1,2,1,-1,1,1,1,1,0,0,1.86049303061688,0.0,0.0,1.6986585243913714,1.1,0.0,"Gate fail: day_volume 1,053 < 300,000",1053.0,0.0,300000,0.75,2026-03-04T08:48:59.688472-05:00,48.98,100.0,48.99,100.0,48.985,0.010000000000005116,0.02041441257528859
2026-03-04T08:12:00-05:00,TQQQ,5m_close,0.0,SUSPENDED,LONG_ONLY,0,1,2,1,-1,1,1,1,1,0,0,0.0,0.0,0.0,1.6986585243913714,1.1,0.0,"Gate fail: day_volume 1,053 < 300,000",1053.0,0.0,300000,0.75,2026-03-04T08:48:59.688472-05:00,48.98,100.0,48.99,100.0,48.985,0.010000000000005116,0.02041441257528859
2026-03-04T08:12:00-05:00,RGTI,30m_close,0.0,SUSPENDED,LONG_ONLY,0,1,2,-1,-1,-1,1,1,-1,1,-1,1.724069350642463,1.7452898547286204,0.019372336303761263,1.6986063070822441,1.1,0.0,"Gate fail: day_volume 1,206 < 300,000",1206.0,0.05807200929153211,300000,0.75,2026-03-04T08:48:58.889839-05:00,17.23,100.0,17.24,100.0,17.235,0.00999999999999801,0.05802146794312742
2026-03-04T08:12:00-05:00,RGTI,15m_close,0.0,SUSPENDED,LONG_ONLY,0,1,2,-1,-1,-1,1,1,-1,-1,-1,1.724069350642463,0.019372336303761263,0.019372336303761263,1.6986063070822441,1.1,0.0,"Gate fail: day_volume 1,206 < 300,000",1206.0,0.05807200929153211,300000,0.75,2026-03-04T08:48:58.889839-05:00,17.23,100.0,17.24,100.0,17.235,0.00999999999999801,0.05802146794312742
2026-03-04T08:12:00-05:00,RGTI,5m_close,0.0,SUSPENDED,LONG_ONLY,0,1,2,-1,-1,-1,1,1,-1,-1,-1,0.019372336303761263,0.019372336303761263,0.019372336303761263,1.6986063070822441,1.1,0.0,"Gate fail: day_volume 1,206 < 300,000",1206.0,0.05807200929153211,300000,0.75,2026-03-04T08:48:58.889839-05:00,17.23,100.0,17.24,100.0,17.235,0.00999999999999801,0.05802146794312742
2026-03-04T08:12:00-05:00,OPEN,30m_close,0.0,SUSPENDED,LONG_ONLY,0,1,1,-1,-1,1,0,1,1,1,0,2.2141084532302653,2.2156687119378313,0.0,2.0872521358535034,1.1,0.0,"Gate fail: day_volume 900 < 300,000",900.0,-0.3968253968254065,300000,0.75,2026-03-04T08:49:39.923128-05:00,5.01,100.0,5.03,100.0,5.02,0.020000000000000462,0.3984063745020013
2026-03-04T08:12:00-05:00,OPEN,15m_close,0.0,SUSPENDED,LONG_ONLY,0,1,1,-1,-1,1,0,1,1,0,0,2.2141084532302653,0.0,0.0,2.0872521358535034,1.1,0.0,"Gate fail: day_volume 900 < 300,000",900.0,-0.3968253968254065,300000,0.75,2026-03-04T08:49:39.923128-05:00,5.01,100.0,5.03,100.0,5.02,0.020000000000000462,0.3984063745020013
2026-03-04T08:12:00-05:00,OPEN,5m_close,0.0,SUSPENDED,LONG_ONLY,0,1,1,-1,-1,1,0,1,1,0,0,0.0,0.0,0.0,2.0872521358535034,1.1,0.0,"Gate fail: day_volume 900 < 300,000",900.0,-0.3968253968254065,300000,0.75,2026-03-04T08:49:39.923128-05:00,5.01,100.0,5.03,100.0,5.02,0.020000000000000462,0.3984063745020013
2026-03-04T08:48:00-05:00,TQQQ,5m_close,0.0,SUSPENDED,LONG_ONLY,0,1,2,1,-1,1,1,1,1,0,0,0.01266642372121569,0.0,0.0,1.6986585243913714,1.1,0.0,"Gate fail: day_volume 1,185 < 300,000",1185.0,0.06123698714024517,300000,0.75,2026-03-04T08:50:59.737093-05:00,49.0,100.0,49.01,100.0,49.004999999999995,0.00999999999999801,0.02040608101213756
2026-03-04T08:49:00-05:00,OPEN,5m_close,0.0,SUSPENDED,LONG_ONLY,0,1,1,-1,-1,1,0,1,1,0,0,-0.08845643520567503,0.0,0.0,2.0872521358535034,1.1,0.0,"Gate fail: day_volume 1,000 < 300,000",1000.0,-0.1984126984126977,300000,0.75,2026-03-04T08:50:49.342024-05:00,5.03,100.0,5.04,200.0,5.035,0.009999999999999787,0.1986097318768577
2026-03-04T08:48:00-05:00,RGTI,5m_close,0.0,SUSPENDED,LONG_ONLY,0,1,2,-1,-1,-1,1,1,-1,-1,-1,0.12434806407636113,0.019372336303761263,0.019372336303761263,1.6986063070822441,1.1,0.0,"Gate fail: day_volume 1,389 < 300,000",1389.0,0.29036004645761615,300000,0.75,2026-03-04T08:50:58.156693-05:00,17.28,100.0,17.29,100.0,17.285,0.00999999999999801,0.057853630315290776
2026-03-04T08:13:00-05:00,UNG,30m_close,0.0,SUSPENDED,SHORT_ONLY,0,1,0,1,1,1,1,1,1,0,0,-1.9462515285674258,-1.9976213038378325,1.4692777827959064e-14,-1.793815375178131,1.1,0.0,"Gate fail: day_volume 600 < 300,000",600.0,-2.8122415219189456,300000,0.75,2026-03-04T08:51:57.736291-05:00,11.75,2900.0,11.77,2700.0,11.76,0.019999999999999574,0.1700680272108807
2026-03-04T08:13:00-05:00,UNG,15m_close,0.0,SUSPENDED,LONG_ONLY,0,1,0,1,1,1,1,1,1,0,0,-1.9462515285674258,1.4692777827959064e-14,1.4692777827959064e-14,-1.793815375178131,1.1,0.0,"Gate fail: day_volume 600 < 300,000",600.0,-2.8122415219189456,300000,0.75,2026-03-04T08:51:57.736291-05:00,11.75,2900.0,11.77,2700.0,11.76,0.019999999999999574,0.1700680272108807
2026-03-04T08:13:00-05:00,UNG,5m_close,0.0,SUSPENDED,LONG_ONLY,0,1,0,1,1,1,1,1,1,0,0,1.4692777827959064e-14,1.4692777827959064e-14,1.4692777827959064e-14,-1.793815375178131,1.1,0.0,"Gate fail: day_volume 600 < 300,000",600.0,-2.8122415219189456,300000,0.75,2026-03-04T08:51:57.736291-05:00,11.75,2900.0,11.77,2700.0,11.76,0.019999999999999574,0.1700680272108807
2026-03-04T08:50:00-05:00,RGTI,5m_close,0.0,SUSPENDED,LONG_ONLY,0,1,2,-1,-1,-1,1,1,-1,-1,-1,0.16739872129297942,0.019372336303761263,0.019372336303761263,1.6986063070822441,1.1,0.0,"Gate fail: day_volume 5,432 < 300,000",5432.0,0.29036004645761615,300000,0.75,2026-03-04T08:55:58.020049-05:00,17.24,100.0,17.26,200.0,17.25,0.020000000000003126,0.11594202898552537
2026-03-04T08:50:00-05:00,OPEN,5m_close,0.0,SUSPENDED,LONG_ONLY,0,1,1,-1,-1,1,0,1,1,0,0,0.20295737895043006,0.0,0.0,2.0872521358535034,1.1,0.0,"Gate fail: day_volume 1,700 < 300,000",1700.0,-0.1984126984126977,300000,0.75,2026-03-04T08:55:40.600339-05:00,5.03,100.0,5.04,100.0,5.035,0.009999999999999787,0.1986097318768577
2026-03-04T08:51:00-05:00,UNG,5m_close,0.0,SUSPENDED,LONG_ONLY,0,1,0,1,1,1,1,1,1,0,0,0.05094377471956785,1.4692777827959064e-14,1.4692777827959064e-14,-1.793815375178131,1.1,0.0,"Gate fail: day_volume 22,973 < 300,000",22973.0,-2.1505376344086002,300000,0.75,2026-03-04T08:55:56.704437-05:00,11.83,2000.0,11.84,100.0,11.835,0.009999999999999787,0.08449514152936025
2026-03-04T08:50:00-05:00,TQQQ,5m_close,0.0,SUSPENDED,LONG_ONLY,0,1,2,1,-1,1,1,1,1,0,0,-0.122266740020746,0.0,0.0,1.6986585243913714,1.1,0.0,"Gate fail: day_volume 5,455 < 300,000",5455.0,-0.12247397428046813,300000,0.75,2026-03-04T08:57:00.011297-05:00,48.97,100.0,48.99,100.0,48.980000000000004,0.020000000000003126,0.040832993058397556
2026-03-04T08:50:00-05:00,QQQ,5m_close,0.0,SUSPENDED,LONG_ONLY,1,1,2,1,-1,1,1,1,0,-1,-1,-0.02478314745972363,0.3990239534916499,0.3829290855953185,0.37641201872253993,1.1,0.0,"Gate fail: day_volume 490 < 300,000",490.0,-0.08422095615555625,300000,0.75,2026-03-04T08:56:56.769130-05:00,605.3,280.0,605.61,280.0,605.4549999999999,0.3100000000000591,0.05120116276189959
