time,symbol,event,score,state,bias,allow_trend,allow_mean_reversion,flip_count,dir_5m_1,dir_5m_2,dir_5m_3,dir_5m_4,dir_5m_5,dir_5m_6,dir_15m,dir_30m,vwap_dist_5m,vwap_dist_15m,vwap_dist_30m,vwap_dist_1h,sizing_mult,risk_mult,reason,day_volume,pct_chg_from_open,min_day_volume,min_pct_chg,quote_time,bid_price,bid_size,ask_price,ask_size,mid,spread,spread_pct_mid
2026-03-02T08:02:00-05:00,UNG,5m_close,0.0,SUSPENDED,BOTH,0,1,1,0,1,1,-1,0,0,0,0,0.21727322107550745,0.0023286963712605075,0.014800086772109373,nan,1.0,0.0,"Gate fail: day_volume 1,873 < 300,000",1873.0,0.9001636661211121,300000,0.75,2026-03-02T08:05:59.029477-05:00,12.33,600.0,12.35,500.0,12.34,0.019999999999999574,0.16207455429497222
2026-03-02T08:00:00-05:00,TQQQ,5m_close,0.0,SUSPENDED,BOTH,0,1,3,-1,-1,1,-1,-1,1,0,0,-0.028145229383623876,0.005553848228476183,0.010021861289232206,-0.018651526893135862,0.85,0.0,"Gate fail: day_volume 1,651 < 300,000",1651.0,0.1266891891891886,300000,0.75,2026-03-02T08:05:59.563432-05:00,47.42,100.0,47.44,100.0,47.43,0.01999999999999602,0.04216740459623872
2026-03-02T08:01:00-05:00,RGTI,5m_close,0.0,SUSPENDED,SHORT_ONLY,1,1,2,0,-1,1,-1,0,-1,1,1,0.019976028765484544,-0.696833291199282,-0.5099451653537403,-0.2872565517408381,1.1,0.0,"Gate fail: day_volume 1,344 < 300,000",1344.0,0.12004801920768582,300000,0.75,2026-03-02T08:05:59.446022-05:00,16.68,100.0,16.69,100.0,16.685000000000002,0.010000000000001563,0.05993407252023711
2026-03-02T08:00:00-05:00,OPEN,5m_close,0.0,SUSPENDED,LONG_ONLY,1,1,2,-1,1,1,-1,0,1,1,1,0.06514657980455307,0.11468203549541711,0.13017913692725042,0.15816668609667353,1.1,0.0,"Gate fail: day_volume 1,696 < 300,000",1696.0,0.0,300000,0.75,2026-03-02T08:07:30.607346-05:00,5.11,100.0,5.12,100.0,5.115,0.009999999999999787,0.19550342130986875
2026-03-02T08:07:00-05:00,OPEN,5m_close,0.0,SUSPENDED,LONG_ONLY,1,1,2,-1,1,1,-1,0,1,1,1,0.06514657980455307,0.11468203549541711,0.13017913692725042,0.15816668609667353,1.1,0.0,"Gate fail: day_volume 2,196 < 300,000",2196.0,0.0,300000,0.75,2026-03-02T08:10:23.657010-05:00,5.11,100.0,5.12,100.0,5.115,0.009999999999999787,0.19550342130986875
2026-03-02T08:05:00-05:00,UNG,5m_close,0.0,SUSPENDED,BOTH,0,1,1,0,1,1,-1,0,0,0,0,0.1533562581103268,0.0023286963712605075,0.014800086772109373,nan,1.0,0.0,"Gate fail: day_volume 3,674 < 300,000",3674.0,0.9819967266775809,300000,0.75,2026-03-02T08:10:54.902438-05:00,12.31,500.0,12.33,600.0,12.32,0.019999999999999574,0.16233766233765887
2026-03-02T08:05:00-05:00,RGTI,5m_close,0.0,SUSPENDED,SHORT_ONLY,1,1,2,0,-1,1,-1,0,-1,1,1,-0.09988014382740142,-0.696833291199282,-0.5099451653537403,-0.2872565517408381,1.1,0.0,"Gate fail: day_volume 2,887 < 300,000",2887.0,0.36014405762303525,300000,0.75,2026-03-02T08:10:57.616233-05:00,16.72,200.0,16.73,100.0,16.725,0.010000000000001563,0.05979073243648168
2026-03-02T08:05:00-05:00,TQQQ,5m_close,0.0,SUSPENDED,BOTH,0,1,3,-1,-1,1,-1,-1,1,0,0,0.0011300483506344226,0.005553848228476183,0.010021861289232206,-0.018651526893135862,0.85,0.0,"Gate fail: day_volume 4,211 < 300,000",4211.0,0.33783783783785104,300000,0.75,2026-03-02T08:10:58.073402-05:00,47.51,100.0,47.54,100.0,47.525,0.030000000000001137,0.0631246712256731
2026-03-02T08:06:00-05:00,QQQ,5m_close,0.0,SUSPENDED,BOTH,0,1,2,-1,-1,1,0,-1,1,0,0,0.0011133129968149123,-0.023001727525887423,-0.021850021043293776,-0.03013960652778332,0.85,0.0,"Gate fail: day_volume 441 < 300,000",441.0,0.026720106880451233,300000,0.75,2026-02-27T14:37:55.512230-05:00,605.36,120.0,605.45,40.0,605.405,0.09000000000003183,0.014866081383541901
2026-03-02T08:00:00-05:00,TQQQ,15m_close,0.0,SUSPENDED,BOTH,0,1,3,-1,-1,1,-1,-1,1,1,0,0.0011300483506344226,0.04916766172647255,0.010021861289232206,-0.018651526893135862,0.85,0.0,"Gate fail: day_volume 5,441 < 300,000",5441.0,0.27449324324324564,300000,0.75,2026-03-02T08:15:59.554961-05:00,47.5,100.0,47.52,100.0,47.510000000000005,0.020000000000003126,0.042096400757741785
