time,symbol,event,score,state,bias,allow_trend,allow_mean_reversion,flip_count,dir_5m_1,dir_5m_2,dir_5m_3,dir_5m_4,dir_5m_5,dir_5m_6,dir_15m,dir_30m,vwap_dist_5m,vwap_dist_15m,vwap_dist_30m,vwap_dist_1h,sizing_mult,risk_mult,reason,quote_time,bid_price,bid_size,ask_price,ask_size,mid,spread,spread_pct_mid
2026-02-20T08:46:00-05:00,NVD,1h_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,,2026-02-20T09:14:21.461233-05:00,6.87,600.0,6.88,700.0,6.875,0.009999999999999787,0.14545454545454234
2026-02-20T08:46:00-05:00,NVD,30m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,30m neutral: no confirmation,2026-02-20T09:14:21.461233-05:00,6.87,600.0,6.88,700.0,6.875,0.009999999999999787,0.14545454545454234
2026-02-20T08:46:00-05:00,NVD,15m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-02-20T09:14:21.461233-05:00,6.87,600.0,6.88,700.0,6.875,0.009999999999999787,0.14545454545454234
2026-02-20T08:46:00-05:00,NVD,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T09:14:21.461233-05:00,6.87,600.0,6.88,700.0,6.875,0.009999999999999787,0.14545454545454234
2026-02-20T09:14:00-05:00,NVD,15m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-02-20T09:15:56.920522-05:00,6.88,700.0,6.9,100.0,6.890000000000001,0.020000000000000462,0.2902757619738819
2026-02-20T09:14:00-05:00,NVD,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-02-20T09:15:56.920522-05:00,6.88,700.0,6.9,100.0,6.890000000000001,0.020000000000000462,0.2902757619738819
2026-02-20T09:01:00-05:00,RGTI,15m_close,1.44,CONFIRMED,SHORT_ONLY,1,1,0,-1,0,0,0,0,0,-1,-1,-0.37229943803655885,-0.6641656926399304,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.66%),2026-02-20T09:15:58.502467-05:00,16.22,100.0,16.24,100.0,16.229999999999997,0.019999999999999574,0.12322858903265298
2026-02-20T09:11:00-05:00,RGTI,5m_close,1.44,CONFIRMED,SHORT_ONLY,1,1,0,-1,0,0,0,0,0,-1,-1,-0.6497993871537062,-0.6641656926399304,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.66%),2026-02-20T09:15:58.502467-05:00,16.22,100.0,16.24,100.0,16.229999999999997,0.019999999999999574,0.12322858903265298
2026-02-20T09:00:00-05:00,OPEN,15m_close,1.44,CONFIRMED,SHORT_ONLY,1,1,2,1,1,-1,-1,1,1,-1,-1,-2.6072666183307005,-2.7578932545806043,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-2.76%),2026-02-20T09:15:57.575088-05:00,5.24,200.0,5.26,100.0,5.25,0.019999999999999574,0.3809523809523728
2026-02-20T09:10:00-05:00,OPEN,5m_close,1.44,CONFIRMED,SHORT_ONLY,1,1,2,1,1,-1,-1,1,1,-1,-1,-2.744271397973437,-2.7578932545806043,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-2.76%),2026-02-20T09:15:57.575088-05:00,5.24,200.0,5.26,100.0,5.25,0.019999999999999574,0.3809523809523728
2026-02-20T09:00:00-05:00,TQQQ,15m_close,1.44,CONFIRMED,SHORT_ONLY,1,1,2,-1,0,0,-1,1,-1,-1,-1,0.002182255643391826,-0.46986216767626166,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.47%),2026-02-20T09:15:59.572850-05:00,47.94,100.0,47.96,100.0,47.95,0.020000000000003126,0.041710114702821946
2026-02-20T09:13:00-05:00,TQQQ,5m_close,1.44,CONFIRMED,SHORT_ONLY,1,1,2,-1,0,0,-1,1,-1,-1,-1,-0.39389948288179105,-0.46986216767626166,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.47%),2026-02-20T09:15:59.572850-05:00,47.94,100.0,47.96,100.0,47.95,0.020000000000003126,0.041710114702821946
2026-02-20T09:15:00-05:00,TQQQ,5m_close,1.44,CONFIRMED,SHORT_ONLY,1,1,2,-1,0,0,-1,1,-1,-1,-1,-0.5483496102084341,-0.46986216767626166,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.47%),2026-02-20T09:20:59.493870-05:00,47.88,800.0,47.9,800.0,47.89,0.01999999999999602,0.041762372102727124
2026-02-20T09:15:00-05:00,OPEN,5m_close,1.44,CONFIRMED,SHORT_ONLY,1,1,2,1,1,-1,-1,1,1,-1,-1,-2.5588770816828665,-2.7578932545806043,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-2.76%),2026-02-20T09:20:58.473360-05:00,5.29,100.0,5.3,100.0,5.295,0.009999999999999787,0.18885741265344264
2026-02-20T09:00:00-05:00,QQQ,15m_close,1.2,CONFIRMED,BOTH,1,1,0,-1,-1,0,0,0,0,0,-1,0.1015837108284471,0.07228811548816935,nan,nan,1.0,1.0,15m near VWAP (0.07%): bias=BOTH; favor reversion,2026-02-20T09:20:59.971549-05:00,599.78,280.0,0.0,0.0,299.89,-599.78,-200.0
2026-02-20T09:05:00-05:00,QQQ,5m_close,1.2,CONFIRMED,BOTH,1,1,0,-1,-1,0,0,0,0,0,-1,0.08822229427689891,0.07228811548816935,nan,nan,1.0,1.0,15m near VWAP (0.07%): bias=BOTH; favor reversion,2026-02-20T09:20:59.971549-05:00,599.78,280.0,0.0,0.0,299.89,-599.78,-200.0
2026-02-20T09:00:00-05:00,QQQ,1h_close,1.2,CONFIRMED,BOTH,1,1,0,-1,-1,0,0,0,0,0,-1,0.08822229427689891,0.07228811548816935,nan,nan,1.0,1.0,15m near VWAP (0.07%): bias=BOTH; favor reversion,2026-02-20T15:53:00.134482-05:00,607.94,200.0,607.98,320.0,607.96,0.03999999999996362,0.006579380222377067
2026-02-20T09:00:00-05:00,QQQ,30m_close,1.44,CONFIRMED,BOTH,1,1,0,-1,-1,0,0,0,0,0,-1,0.08822229427689891,0.07228811548816935,nan,nan,1.0,1.0,15m near VWAP (0.07%): bias=BOTH; favor reversion,2026-02-20T15:53:00.134482-05:00,607.94,200.0,607.98,320.0,607.96,0.03999999999996362,0.006579380222377067
2026-02-20T09:20:00-05:00,QQQ,15m_close,1.44,CONFIRMED,SHORT_ONLY,1,1,0,-1,-1,0,0,0,0,0,-1,0.08822229427689891,-0.1812965869000338,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.18%),2026-02-20T15:53:00.134482-05:00,607.94,200.0,607.98,320.0,607.96,0.03999999999996362,0.006579380222377067
2026-02-20T09:20:00-05:00,QQQ,5m_close,1.44,CONFIRMED,SHORT_ONLY,1,1,0,-1,-1,0,0,0,0,0,-1,-0.16563019475551133,-0.1812965869000338,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.18%),2026-02-20T15:53:00.134482-05:00,607.94,200.0,607.98,320.0,607.96,0.03999999999996362,0.006579380222377067
2026-02-20T09:00:00-05:00,OPEN,1h_close,1.44,CONFIRMED,SHORT_ONLY,1,1,2,1,1,-1,-1,1,1,-1,-1,-2.5588770816828665,-2.7578932545806043,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-2.76%),2026-02-20T15:52:59.988168-05:00,4.98,4400.0,4.99,2000.0,4.985,0.009999999999999787,0.20060180541624445
2026-02-20T09:00:00-05:00,OPEN,30m_close,1.728,CONFIRMED,SHORT_ONLY,1,1,2,1,1,-1,-1,1,1,-1,-1,-2.5588770816828665,-2.7578932545806043,-1.3396871686243328,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-2.76%),2026-02-20T15:52:59.988168-05:00,4.98,4400.0,4.99,2000.0,4.985,0.009999999999999787,0.20060180541624445
2026-02-20T09:15:00-05:00,OPEN,15m_close,1.728,CONFIRMED,SHORT_ONLY,1,1,2,1,1,-1,-1,1,1,1,-1,-2.5588770816828665,-1.101115895607275,-1.3396871686243328,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-1.10%),2026-02-20T15:52:59.988168-05:00,4.98,4400.0,4.99,2000.0,4.985,0.009999999999999787,0.20060180541624445
2026-02-20T09:20:00-05:00,OPEN,5m_close,1.728,CONFIRMED,SHORT_ONLY,1,1,2,1,1,-1,-1,1,1,1,-1,-1.0414857580520605,-1.101115895607275,-1.3396871686243328,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-1.10%),2026-02-20T15:52:59.988168-05:00,4.98,4400.0,4.99,2000.0,4.985,0.009999999999999787,0.20060180541624445
2026-02-20T09:11:00-05:00,UNG,1h_close,1.44,CONFIRMED,BOTH,1,1,0,1,0,0,0,0,0,1,1,0.052548607461899266,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-02-20T15:53:00.179640-05:00,11.99,5200.0,12.0,11300.0,11.995000000000001,0.009999999999999787,0.08336807002917704
2026-02-20T09:11:00-05:00,UNG,30m_close,1.44,RECONSIDER,BOTH,0,1,0,1,0,0,0,0,0,1,0,0.052548607461899266,nan,-0.03736571695468498,nan,1.0,0.5,30m neutral + near VWAP (-0.04%): trend blocked,2026-02-20T15:53:00.179640-05:00,11.99,5200.0,12.0,11300.0,11.995000000000001,0.009999999999999787,0.08336807002917704
2026-02-20T09:11:00-05:00,UNG,15m_close,1.44,RECONSIDER,BOTH,0,1,0,1,0,0,0,0,0,0,0,0.052548607461899266,-0.03736571695468498,-0.03736571695468498,nan,1.0,0.5,15m near VWAP (-0.04%): bias=BOTH; favor reversion,2026-02-20T15:53:00.179640-05:00,11.99,5200.0,12.0,11300.0,11.995000000000001,0.009999999999999787,0.08336807002917704
2026-02-20T09:11:00-05:00,UNG,5m_close,1.44,RECONSIDER,BOTH,0,1,0,1,0,0,0,0,0,0,0,-0.028026905829585856,-0.03736571695468498,-0.03736571695468498,nan,1.0,0.5,15m near VWAP (-0.04%): bias=BOTH; favor reversion,2026-02-20T15:53:00.179640-05:00,11.99,5200.0,12.0,11300.0,11.995000000000001,0.009999999999999787,0.08336807002917704
2026-02-20T08:44:00-05:00,SOUN,1h_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,,2026-02-20T15:53:00.033504-05:00,7.8,8500.0,7.81,4400.0,7.805,0.009999999999999787,0.1281229980781523
2026-02-20T08:44:00-05:00,SOUN,30m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,30m neutral: no confirmation,2026-02-20T15:53:00.033504-05:00,7.8,8500.0,7.81,4400.0,7.805,0.009999999999999787,0.1281229980781523
2026-02-20T08:44:00-05:00,SOUN,15m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-02-20T15:53:00.033504-05:00,7.8,8500.0,7.81,4400.0,7.805,0.009999999999999787,0.1281229980781523
2026-02-20T08:44:00-05:00,SOUN,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:53:00.033504-05:00,7.8,8500.0,7.81,4400.0,7.805,0.009999999999999787,0.1281229980781523
2026-02-20T09:01:00-05:00,RGTI,1h_close,1.44,CONFIRMED,SHORT_ONLY,1,1,0,-1,0,0,0,0,0,-1,-1,-0.6497993871537062,-0.6641656926399304,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.66%),2026-02-20T15:53:00.047307-05:00,15.86,800.0,15.87,1200.0,15.864999999999998,0.009999999999999787,0.06303183107469137
2026-02-20T09:01:00-05:00,RGTI,30m_close,1.728,CONFIRMED,SHORT_ONLY,1,1,0,-1,0,0,0,0,0,-1,-1,-0.6497993871537062,-0.6641656926399304,-0.6448770898324304,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.66%),2026-02-20T15:53:00.047307-05:00,15.86,800.0,15.87,1200.0,15.864999999999998,0.009999999999999787,0.06303183107469137
2026-02-20T09:15:00-05:00,RGTI,15m_close,1.728,CONFIRMED,SHORT_ONLY,1,1,0,-1,0,0,0,0,0,1,-1,-0.6497993871537062,-0.6113786207902369,-0.6448770898324304,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.61%),2026-02-20T15:53:00.047307-05:00,15.86,800.0,15.87,1200.0,15.864999999999998,0.009999999999999787,0.06303183107469137
2026-02-20T09:15:00-05:00,RGTI,5m_close,1.728,CONFIRMED,SHORT_ONLY,1,1,0,-1,0,0,0,0,0,1,-1,-0.5980216011492312,-0.6113786207902369,-0.6448770898324304,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.61%),2026-02-20T15:53:00.047307-05:00,15.86,800.0,15.87,1200.0,15.864999999999998,0.009999999999999787,0.06303183107469137
2026-02-20T09:00:00-05:00,TQQQ,1h_close,1.44,CONFIRMED,SHORT_ONLY,1,1,2,-1,0,0,-1,1,-1,-1,-1,-0.5483496102084341,-0.46986216767626166,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.47%),2026-02-20T15:53:00.178704-05:00,49.86,1000.0,49.88,2600.0,49.870000000000005,0.020000000000003126,0.040104271104878936
2026-02-20T09:00:00-05:00,TQQQ,30m_close,1.728,CONFIRMED,SHORT_ONLY,1,1,2,-1,0,0,-1,1,-1,-1,-1,-0.5483496102084341,-0.46986216767626166,-0.8227969241712936,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.47%),2026-02-20T15:53:00.178704-05:00,49.86,1000.0,49.88,2600.0,49.870000000000005,0.020000000000003126,0.040104271104878936
2026-02-20T09:15:00-05:00,TQQQ,15m_close,1.728,CONFIRMED,SHORT_ONLY,1,1,2,-1,0,0,-1,1,-1,-1,-1,-0.5483496102084341,-0.7615890766811313,-0.8227969241712936,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.76%),2026-02-20T15:53:00.178704-05:00,49.86,1000.0,49.88,2600.0,49.870000000000005,0.020000000000003126,0.040104271104878936
2026-02-20T09:20:00-05:00,TQQQ,5m_close,1.728,CONFIRMED,SHORT_ONLY,1,1,2,-1,0,0,-1,1,-1,-1,-1,-0.7036042211366872,-0.7615890766811313,-0.8227969241712936,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.76%),2026-02-20T15:53:00.178704-05:00,49.86,1000.0,49.88,2600.0,49.870000000000005,0.020000000000003126,0.040104271104878936
2026-02-20T09:14:00-05:00,NVD,1h_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-02-20T15:52:59.990117-05:00,6.64,42700.0,6.65,9000.0,6.645,0.010000000000000675,0.15048908954101844
2026-02-20T09:14:00-05:00,NVD,30m_close,1.2,CONFIRMED,BOTH,1,1,0,0,0,0,0,0,0,0,1,nan,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-02-20T15:52:59.990117-05:00,6.64,42700.0,6.65,9000.0,6.645,0.010000000000000675,0.15048908954101844
2026-02-20T09:15:00-05:00,NVD,15m_close,1.2,CONFIRMED,BOTH,1,1,0,0,0,0,0,0,0,0,1,nan,0.08057407677790338,nan,nan,1.0,1.0,15m near VWAP (0.08%): bias=BOTH; favor reversion,2026-02-20T15:52:59.990117-05:00,6.64,42700.0,6.65,9000.0,6.645,0.010000000000000675,0.15048908954101844
2026-02-20T09:15:00-05:00,NVD,5m_close,1.2,CONFIRMED,BOTH,1,1,0,0,0,0,0,0,0,0,1,0.08057407677790338,0.08057407677790338,nan,nan,1.0,1.0,15m near VWAP (0.08%): bias=BOTH; favor reversion,2026-02-20T15:52:59.990117-05:00,6.64,42700.0,6.65,9000.0,6.645,0.010000000000000675,0.15048908954101844
2026-02-20T15:52:00-05:00,OPEN,5m_close,1.728,CONFIRMED,SHORT_ONLY,1,1,2,1,1,-1,-1,1,1,1,-1,-3.6165707649001204,-1.101115895607275,-1.3396871686243328,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-1.10%),2026-02-20T15:56:00.031512-05:00,5.02,4000.0,5.03,5500.0,5.025,0.010000000000000675,0.19900497512439155
2026-02-20T15:52:00-05:00,XLV,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:56:00.167165-05:00,156.83,1300.0,156.84,100.0,156.835,0.009999999999990905,0.006376127777594863
2026-02-20T15:52:00-05:00,TQQQ,5m_close,1.728,CONFIRMED,SHORT_ONLY,1,1,2,-1,0,0,-1,1,-1,-1,-1,1.725276280515816,-0.7615890766811313,-0.8227969241712936,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.76%),2026-02-20T15:56:00.183466-05:00,49.96,2700.0,49.97,700.0,49.965,0.00999999999999801,0.02001400980686082
2026-02-20T15:52:00-05:00,QBTS,5m_close,1.0,ACTIVE,BOTH,1,1,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:56:00.007029-05:00,18.23,300.0,18.24,1000.0,18.235,0.00999999999999801,0.05483959418699211
2026-02-20T15:52:00-05:00,IAG,5m_close,1.0,ACTIVE,BOTH,1,1,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:55:59.698645-05:00,22.25,1900.0,22.26,900.0,22.255000000000003,0.010000000000001563,0.044933722758937596
2026-02-20T15:52:00-05:00,DIA,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:56:00.188079-05:00,495.82,200.0,495.89,160.0,495.855,0.06999999999999318,0.01411703018019243
2026-02-20T15:52:00-05:00,XLE,5m_close,1.0,ACTIVE,BOTH,1,1,0,-1,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:56:00.176338-05:00,54.8,6800.0,54.81,5500.0,54.805,0.010000000000005116,0.01824651035490396
2026-02-20T15:52:00-05:00,NKTR,5m_close,1.0,ACTIVE,BOTH,1,1,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:55:41.288169-05:00,73.39,100.0,0.0,0.0,36.695,-73.39,-200.0
2026-02-20T15:52:00-05:00,QQQ,5m_close,1.44,CONFIRMED,SHORT_ONLY,1,1,0,-1,-1,0,0,0,0,0,-1,0.17217879845403558,-0.1812965869000338,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.18%),2026-02-20T15:56:00.192168-05:00,608.34,80.0,608.36,80.0,608.35,0.01999999999998181,0.0032875811621569506
2026-02-20T15:52:00-05:00,NGD,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:55:59.285435-05:00,12.22,4600.0,12.23,5000.0,12.225000000000001,0.009999999999999787,0.08179959100204323
2026-02-20T15:52:00-05:00,IONQ,5m_close,1.0,ACTIVE,BOTH,1,1,0,1,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:55:59.150530-05:00,31.95,100.0,31.96,100.0,31.955,0.010000000000001563,0.03129400719762655
2026-02-20T15:52:00-05:00,LUNR,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:56:00.183314-05:00,17.54,100.0,19.82,100.0,18.68,2.280000000000001,12.205567451820135
2026-02-20T15:53:00-05:00,OUST,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:55:59.570891-05:00,15.93,100.0,18.62,100.0,17.275,2.6900000000000013,15.571635311143279
2026-02-20T15:52:00-05:00,RGTI,5m_close,1.728,CONFIRMED,SHORT_ONLY,1,1,0,-1,0,0,0,0,0,1,-1,-1.249238490265445,-0.6113786207902369,-0.6448770898324304,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.61%),2026-02-20T15:56:00.047005-05:00,15.91,700.0,15.92,1600.0,15.915,0.009999999999999787,0.0628338045868664
2026-02-20T15:52:00-05:00,SOUN,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,1,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:55:59.539715-05:00,7.84,5500.0,7.85,6800.0,7.845,0.009999999999999787,0.12746972594008651
2026-02-20T15:52:00-05:00,UBER,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:56:00.051016-05:00,74.04,100.0,74.05,200.0,74.045,0.009999999999990905,0.013505300830563718
2026-02-20T15:52:00-05:00,UNG,5m_close,1.44,RECONSIDER,BOTH,0,1,0,1,0,0,0,0,0,0,0,0.41131405037492647,-0.03736571695468498,-0.03736571695468498,nan,1.0,0.5,15m near VWAP (-0.04%): bias=BOTH; favor reversion,2026-02-20T15:55:58.769884-05:00,11.98,13000.0,12.0,9100.0,11.99,0.019999999999999574,0.1668056713928238
2026-02-20T15:52:00-05:00,GORO,5m_close,1.0,ACTIVE,BOTH,1,1,0,-1,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:56:54.394281-05:00,1.64,600.0,1.65,10500.0,1.645,0.010000000000000009,0.6079027355623106
2026-02-20T15:52:00-05:00,NVD,5m_close,1.2,CONFIRMED,BOTH,1,1,0,0,0,0,0,0,0,0,1,-0.5278036619329406,0.08057407677790338,nan,nan,1.0,1.0,15m near VWAP (0.08%): bias=BOTH; favor reversion,2026-02-20T15:56:58.722575-05:00,6.64,10600.0,6.65,31700.0,6.645,0.010000000000000675,0.15048908954101844
2026-02-20T15:52:00-05:00,QTUM,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T15:59:59.596539-05:00,116.96,100.0,117.51,300.0,117.235,0.5500000000000114,0.46914317396682853
2026-02-20T15:52:00-05:00,XLE,1h_close,1.0,ACTIVE,BOTH,1,1,0,-1,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-02-20T16:00:02.583142-05:00,53.28,100.0,0.0,0.0,26.64,-53.28,-200.0
2026-02-20T15:52:00-05:00,XLE,30m_close,1.2,CONFIRMED,BOTH,1,1,0,-1,0,0,0,0,0,0,1,nan,nan,nan,nan,1.0,1.0,5m#1 ok (no extreme VWAP dislocation),2026-02-20T16:00:02.583142-05:00,53.28,100.0,0.0,0.0,26.64,-53.28,-200.0
2026-02-20T15:52:00-05:00,XLE,15m_close,1.2,CONFIRMED,BOTH,1,1,0,-1,0,0,0,0,0,1,1,nan,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-02-20T16:00:02.583142-05:00,53.28,100.0,0.0,0.0,26.64,-53.28,-200.0
2026-02-20T15:55:00-05:00,XLE,5m_close,0.66,SUSPENDED,BOTH,1,1,1,-1,1,0,0,0,0,1,1,nan,nan,nan,nan,1.0,0.0,Suspended: 5m#1/#2 conflict (VWAP dist nan%),2026-02-20T16:00:02.583142-05:00,53.28,100.0,0.0,0.0,26.64,-53.28,-200.0
2026-02-20T15:52:00-05:00,TQQQ,1h_close,1.728,CONFIRMED,SHORT_ONLY,1,1,2,-1,0,0,-1,1,-1,-1,-1,1.725276280515816,-0.7615890766811313,-0.8227969241712936,1.2636923696919287,1.0,1.0,1h sizing neutral: VWAP (1.26%) vs bias SHORT_ONLY,2026-02-20T16:01:00.139839-05:00,50.04,700.0,50.05,700.0,50.045,0.00999999999999801,0.019982016185429132
2026-02-20T15:52:00-05:00,TQQQ,30m_close,2.0736,CONFIRMED,LONG_ONLY,1,1,2,-1,0,0,-1,1,-1,-1,1,1.725276280515816,-0.7615890766811313,1.2728791636653924,1.2636923696919287,1.0,1.0,1h sizing neutral: VWAP (1.26%) vs bias SHORT_ONLY,2026-02-20T16:01:00.139839-05:00,50.04,700.0,50.05,700.0,50.045,0.00999999999999801,0.019982016185429132
2026-02-20T15:52:00-05:00,TQQQ,15m_close,2.0736,CONFIRMED,LONG_ONLY,1,1,2,-1,0,0,-1,1,-1,1,1,1.725276280515816,1.2927248971138803,1.2728791636653924,1.2636923696919287,1.0,1.0,15m bias=LONG_ONLY from VWAP (1.29%),2026-02-20T16:01:00.139839-05:00,50.04,700.0,50.05,700.0,50.045,0.00999999999999801,0.019982016185429132
2026-02-20T15:55:00-05:00,TQQQ,5m_close,2.0736,CONFIRMED,LONG_ONLY,1,1,2,-1,0,0,-1,1,-1,1,1,1.34310800457327,1.2927248971138803,1.2728791636653924,1.2636923696919287,1.0,1.0,15m bias=LONG_ONLY from VWAP (1.29%),2026-02-20T16:01:00.139839-05:00,50.04,700.0,50.05,700.0,50.045,0.00999999999999801,0.019982016185429132
2026-02-20T15:52:00-05:00,QQQ,1h_close,1.44,CONFIRMED,SHORT_ONLY,1,1,0,-1,-1,0,0,0,0,0,-1,0.17217879845403558,-0.1812965869000338,nan,0.10449612637562677,1.0,1.0,1h sizing neutral: VWAP (0.10%) vs bias SHORT_ONLY,2026-02-20T16:02:00.126055-05:00,608.67,280.0,608.73,280.0,608.7,0.06000000000005912,0.009857072449492214
2026-02-20T15:52:00-05:00,QQQ,30m_close,1.728,CONFIRMED,LONG_ONLY,1,1,0,-1,-1,0,0,0,0,0,1,0.17217879845403558,-0.1812965869000338,0.10449612637562677,0.10449612637562677,1.0,1.0,1h sizing neutral: VWAP (0.10%) vs bias SHORT_ONLY,2026-02-20T16:02:00.126055-05:00,608.67,280.0,608.73,280.0,608.7,0.06000000000005912,0.009857072449492214
2026-02-20T15:52:00-05:00,QQQ,15m_close,1.728,CONFIRMED,LONG_ONLY,1,1,0,-1,-1,0,0,0,0,1,1,0.17217879845403558,0.1041857318069382,0.10449612637562677,0.10449612637562677,1.0,1.0,15m bias=LONG_ONLY from VWAP (0.10%),2026-02-20T16:02:00.126055-05:00,608.67,280.0,608.73,280.0,608.7,0.06000000000005912,0.009857072449492214
