time,symbol,event,score,state,bias,allow_trend,allow_mean_reversion,flip_count,dir_5m_1,dir_5m_2,dir_5m_3,dir_5m_4,dir_5m_5,dir_5m_6,dir_15m,dir_30m,vwap_dist_5m,vwap_dist_15m,vwap_dist_30m,vwap_dist_1h,sizing_mult,risk_mult,reason,day_volume,pct_chg_from_open,min_day_volume,min_pct_chg,quote_time,bid_price,bid_size,ask_price,ask_size,mid,spread,spread_pct_mid
2026-03-03T09:01:00-05:00,OPEN,1h_close,0.2,SUSPENDED,LONG_ONLY,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.0,"Gate fail: day_volume 50,156 < 300,000",50156.0,-1.848049281314168,300000,0.75,2026-03-03T10:17:59.371476-05:00,4.77,3600.0,4.78,3800.0,4.775,0.010000000000000675,0.20942408376964763
2026-03-03T09:30:00-05:00,OPEN,30m_close,0.048,SUSPENDED,SHORT_ONLY,0,1,0,0,0,0,0,0,0,0,-1,nan,nan,-0.6456377380004383,nan,1.0,0.0,"Gate fail: day_volume 50,156 < 300,000",50156.0,-1.848049281314168,300000,0.75,2026-03-03T10:17:59.371476-05:00,4.77,3600.0,4.78,3800.0,4.775,0.010000000000000675,0.20942408376964763
2026-03-03T09:30:00-05:00,OPEN,15m_close,0.01104,SUSPENDED,SHORT_ONLY,0,1,0,0,0,0,0,0,0,-1,-1,nan,-0.6455224246427095,-0.6456377380004383,nan,1.0,0.0,"Gate fail: day_volume 50,156 < 300,000",50156.0,-1.848049281314168,300000,0.75,2026-03-03T10:17:59.371476-05:00,4.77,3600.0,4.78,3800.0,4.775,0.010000000000000675,0.20942408376964763
2026-03-03T09:35:00-05:00,OPEN,5m_close,0.002208,SUSPENDED,SHORT_ONLY,0,1,0,-1,0,0,0,0,0,-1,-1,-0.5379490772075146,-0.6455224246427095,-0.6456377380004383,nan,1.0,0.0,"Gate fail: day_volume 50,156 < 300,000",50156.0,-1.848049281314168,300000,0.75,2026-03-03T10:17:59.371476-05:00,4.77,3600.0,4.78,3800.0,4.775,0.010000000000000675,0.20942408376964763
2026-03-03T09:30:00-05:00,IAG,1h_close,0.2,SUSPENDED,LONG_ONLY,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.0,"Gate fail: day_volume 11,953 < 300,000",11953.0,-2.8888888888888853,300000,0.75,2026-03-03T10:18:00.098874-05:00,21.85,700.0,21.87,800.0,21.86,0.019999999999999574,0.09149130832570711
2026-03-03T09:30:00-05:00,IAG,30m_close,0.048,SUSPENDED,LONG_ONLY,1,1,0,0,0,0,0,0,0,0,-1,nan,nan,nan,nan,1.0,0.0,"Gate fail: day_volume 11,953 < 300,000",11953.0,-2.8888888888888853,300000,0.75,2026-03-03T10:18:00.098874-05:00,21.85,700.0,21.87,800.0,21.86,0.019999999999999574,0.09149130832570711
2026-03-03T09:30:00-05:00,IAG,15m_close,0.01104,SUSPENDED,LONG_ONLY,1,1,0,0,0,0,0,0,0,-1,-1,nan,nan,nan,nan,1.0,0.0,"Gate fail: day_volume 11,953 < 300,000",11953.0,-2.8888888888888853,300000,0.75,2026-03-03T10:18:00.098874-05:00,21.85,700.0,21.87,800.0,21.86,0.019999999999999574,0.09149130832570711
2026-03-03T09:35:00-05:00,IAG,5m_close,0.002208,SUSPENDED,LONG_ONLY,1,1,0,-1,0,0,0,0,0,-1,-1,nan,nan,nan,nan,1.0,0.0,"Gate fail: day_volume 11,953 < 300,000",11953.0,-2.8888888888888853,300000,0.75,2026-03-03T10:18:00.098874-05:00,21.85,700.0,21.87,800.0,21.86,0.019999999999999574,0.09149130832570711
2026-03-03T09:01:00-05:00,UNG,1h_close,0.2,SUSPENDED,LONG_ONLY,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.0,"Gate fail: day_volume 39,018 < 300,000",39018.0,0.24019215372297342,300000,0.75,2026-03-03T10:17:59.972154-05:00,12.52,9000.0,12.53,2900.0,12.524999999999999,0.009999999999999787,0.07984031936127575
2026-03-03T09:30:00-05:00,UNG,30m_close,0.048,SUSPENDED,SHORT_ONLY,0,1,0,0,0,0,0,0,0,0,-1,nan,nan,-0.26483457598456084,nan,1.0,0.0,"Gate fail: day_volume 39,018 < 300,000",39018.0,0.24019215372297342,300000,0.75,2026-03-03T10:17:59.972154-05:00,12.52,9000.0,12.53,2900.0,12.524999999999999,0.009999999999999787,0.07984031936127575
2026-03-03T09:30:00-05:00,UNG,15m_close,0.01104,SUSPENDED,SHORT_ONLY,0,1,0,0,0,0,0,0,0,-1,-1,nan,-0.26988727910640053,-0.26483457598456084,nan,1.0,0.0,"Gate fail: day_volume 39,018 < 300,000",39018.0,0.24019215372297342,300000,0.75,2026-03-03T10:17:59.972154-05:00,12.52,9000.0,12.53,2900.0,12.524999999999999,0.009999999999999787,0.07984031936127575
