time,open,high,low,close,volume
2026-02-27T10:14:00-05:00,13.175,13.175,13.17,13.17,1333.0
2026-02-27T10:16:00-05:00,13.135,13.135,13.095,13.115,7251.0
2026-02-27T10:20:00-05:00,13.135,13.135,13.09,13.125,14504.0
2026-02-27T10:25:00-05:00,13.06,13.14,13.045,13.14,4982.0
2026-02-27T10:30:00-05:00,13.15,13.15,13.105,13.13,3545.0
2026-02-27T10:35:00-05:00,13.09,13.14,13.05,13.14,2197.0
2026-02-27T10:56:00-05:00,13.1,13.1,13.1,13.1,100.0
2026-02-27T13:04:00-05:00,13.08,13.085,13.08,13.085,3537.0
2026-02-27T14:12:00-05:00,13.045,13.045,13.045,13.045,2572.0
2026-02-27T14:32:00-05:00,13.09,13.12,13.09,13.12,740.0
2026-02-27T14:35:00-05:00,13.14,13.14,13.135,13.14,1660.0
