time,open,high,low,close,volume
2026-03-02T08:02:00-05:00,12.22,12.3,12.22,12.3,873.0
2026-03-02T08:05:00-05:00,12.31,12.33,12.31,12.33,2701.0
2026-03-02T08:10:00-05:00,12.34,12.34,12.34,12.34,100.0
2026-03-02T08:16:00-05:00,12.23,12.23,12.17,12.17,1000.0
2026-03-02T08:20:00-05:00,12.12,12.15,12.11,12.15,2050.0
2026-03-02T08:27:00-05:00,12.18,12.18,12.18,12.18,200.0
2026-03-02T08:32:00-05:00,12.23,12.24,12.23,12.24,2650.0
2026-03-02T08:35:00-05:00,12.25,12.25,12.25,12.25,173.0
2026-03-02T08:57:00-05:00,12.1,12.1,12.08,12.08,2673.0
2026-03-02T09:11:00-05:00,11.98,11.98,11.94,11.94,619.0
2026-03-02T09:30:00-05:00,11.905,11.965,11.905,11.94,12237.0
2026-03-02T09:36:00-05:00,11.94,11.945,11.94,11.945,6100.0
2026-03-02T09:40:00-05:00,11.97,12.02,11.97,11.985,8964.0
2026-03-02T09:45:00-05:00,11.985,11.99,11.94,11.94,3272.0
2026-03-02T09:50:00-05:00,11.91,11.91,11.755,11.755,23121.0
2026-03-02T09:55:00-05:00,11.76,11.78,11.76,11.78,7292.0
2026-03-02T10:03:00-05:00,11.825,11.84,11.825,11.84,2850.0
2026-03-02T10:06:00-05:00,11.82,11.82,11.82,11.82,285.0
2026-03-02T10:11:00-05:00,11.9,11.91,11.86,11.87,16832.0
2026-03-02T10:17:00-05:00,11.92,11.92,11.86,11.86,1785.0
2026-03-02T10:24:00-05:00,11.92,11.92,11.92,11.92,628.0
2026-03-02T10:25:00-05:00,11.95,11.95,11.91,11.91,2726.0
2026-03-02T10:30:00-05:00,11.92,11.935,11.92,11.935,2055.0
2026-03-02T10:36:00-05:00,11.945,11.945,11.94,11.945,3241.0
2026-03-02T10:40:00-05:00,11.95,11.95,11.935,11.935,200.0
2026-03-02T11:30:00-05:00,11.805,11.805,11.805,11.805,1300.0
2026-03-02T13:57:00-05:00,11.875,11.875,11.87,11.87,2292.0
2026-03-02T14:05:00-05:00,11.89,11.89,11.885,11.885,2871.0
2026-03-02T14:12:00-05:00,11.92,11.95,11.92,11.95,2306.0
2026-03-02T14:15:00-05:00,11.94,11.94,11.94,11.94,5364.0
2026-03-02T14:22:00-05:00,11.95,11.95,11.92,11.92,5614.0
2026-03-02T14:29:00-05:00,11.91,11.92,11.91,11.92,1935.0
2026-03-02T16:02:00-05:00,12.0,12.0,12.0,12.0,224.0
