time,open,high,low,close,volume
2026-03-04T09:02:00-05:00,56.07,56.07,56.07,56.07,130.0
2026-03-04T10:58:00-05:00,56.045,56.045,56.005,56.01,17388.0
2026-03-04T11:00:00-05:00,56.03,56.07,56.02,56.07,2106.0
2026-03-04T11:50:00-05:00,55.785,55.9,55.78,55.865,34205.0
2026-03-04T11:55:00-05:00,55.885,56.005,55.875,56.005,14738.0
2026-03-04T12:00:00-05:00,56.0,56.05,55.965,56.05,10286.0
2026-03-04T12:21:00-05:00,55.995,56.0,55.98,56.0,13817.0
2026-03-04T13:41:00-05:00,55.96,55.985,55.93,55.97,17764.0
2026-03-04T13:45:00-05:00,55.99,56.005,55.945,55.945,15895.0
2026-03-04T14:39:00-05:00,56.06,56.065,56.05,56.06,3446.0
2026-03-04T15:52:00-05:00,56.14,56.185,56.115,56.175,29463.0
2026-03-04T15:55:00-05:00,56.185,56.245,56.17,56.18,261484.0
