time,open,high,low,close,volume
2026-03-02T08:06:00-05:00,598.8,601.01,598.8,601.01,986.0
2026-03-02T08:54:00-05:00,599.03,599.03,598.2,598.35,256.0
2026-03-02T09:01:00-05:00,598.26,598.8,598.06,598.59,321.0
2026-03-02T09:30:00-05:00,598.9,605.0,598.03,604.16,99193.0
2026-03-02T10:00:00-05:00,604.03,606.25,602.86,604.53,82352.0
2026-03-02T10:30:00-05:00,604.68,606.47,603.72,605.71,51414.0
2026-03-02T11:30:00-05:00,604.32,604.92,604.32,604.61,5099.0
2026-03-02T12:20:00-05:00,609.05,609.12,608.95,608.95,2939.0
2026-03-02T13:57:00-05:00,607.24,607.24,606.77,606.88,8107.0
2026-03-02T14:00:00-05:00,606.87,609.61,606.74,609.41,77086.0
2026-03-02T14:30:00-05:00,609.45,609.77,609.25,609.64,7442.0
