time,open,high,low,close,volume
2026-03-02T08:24:00-05:00,17.83,17.83,17.83,17.83,100.0
2026-03-02T09:30:00-05:00,17.88,18.525,17.88,18.225,96722.0
2026-03-02T10:00:00-05:00,18.195,18.7,18.14,18.31,60725.0
2026-03-02T10:30:00-05:00,18.315,18.89,18.185,18.84,42414.0
2026-03-02T11:30:00-05:00,18.385,18.425,18.385,18.415,1630.0
2026-03-02T12:20:00-05:00,18.705,18.705,18.7,18.7,522.0
2026-03-02T13:57:00-05:00,18.48,18.495,18.41,18.425,3485.0
2026-03-02T14:00:00-05:00,18.42,18.565,18.42,18.475,35841.0
