time,open,high,low,close,volume
2026-03-05T08:42:00-05:00,16.88,17.0,16.81,16.82,8127.0
2026-03-05T09:00:00-05:00,16.82,17.06,16.77,16.83,13235.0
2026-03-05T09:30:00-05:00,16.98,17.0,16.35,16.745,112193.0
2026-03-05T10:00:00-05:00,16.77,16.875,16.0,16.115,140185.0
2026-03-05T10:30:00-05:00,16.11,16.38,16.06,16.26,33299.0
2026-03-05T11:00:00-05:00,16.27,16.285,16.045,16.115,35268.0
2026-03-05T11:30:00-05:00,16.115,16.33,16.115,16.29,38469.0
2026-03-05T12:00:00-05:00,16.33,16.44,16.33,16.435,3229.0
2026-03-05T13:00:00-05:00,15.96,16.28,15.945,16.135,26954.0
2026-03-05T13:30:00-05:00,16.155,16.31,16.125,16.215,15995.0
